averating,brand,dimension,frcolor,img,interface,keycap,led,logilayout,model,name,nreviews,physlayout,price,rollover,size,sku,switch,weight 
,Varmilo,"14.00"" x 5.00"" x 1.35""",White,https://mechanicalkeyboards.com/shop/images/products/large_2773_VA87MRainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,White,ANSI,VA87M,Varmilo VA87M Rainbow White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$139.00,6,Tenkeyless,VA87MC2W/WWMCV,Cherry MX Blue,2.41 lbs
,Mistel,"11.70"" x 4.90"" x 1.60""",White,https://mechanicalkeyboards.com/shop/images/products/large_1920_mistelwhite_1.jpg,USB,Primary: White Laser Engraved PBT with Gray legends,n/a,ANSI,Barocco,Mistel Barocco White 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$154.00,Full,60%,MD600-CUSPLWWA1,Cherry MX Blue,1.10 lbs
,Mistel,"11.70"" x 4.90"" x 1.60""",White,https://mechanicalkeyboards.com/shop/images/products/large_1920_mistelwhite_1.jpg,USB,Primary: White Laser Engraved PBT with Gray legends,n/a,ANSI,Barocco,Mistel Barocco White 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$154.00,Full,60%,MD600-RUSPLWWA1,Cherry MX Red,1.10 lbs
,Mistel,"11.70"" x 4.90"" x 1.60""",White,https://mechanicalkeyboards.com/shop/images/products/large_1920_mistelwhite_1.jpg,USB,Primary: White Laser Engraved PBT with Gray legends,n/a,ANSI,Barocco,Mistel Barocco White 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$154.00,Full,60%,MD600-WUSPLWWA1,Cherry MX Clear,1.10 lbs
3.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_3066_BlackBlue_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Blue Border RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$169.00,Full,60%,VTG61USACBBEBLE,Cherry MX Blue,3.06 lbs
3.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_3066_BlackBlue_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Blue Border RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$169.00,Full,60%,VTG61USACBBEBRN,Cherry MX Brown,3.06 lbs
3.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_3066_BlackBlue_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Blue Border RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$169.00,Full,60%,VTG61USACBBERED,Cherry MX Red,3.06 lbs
3.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_3066_BlackBlue_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Blue Border RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$169.00,Full,60%,VTG61USACBBENWE,Cherry MX Nature White,3.06 lbs
3.0,Vortex,"11.78"" x 4.72"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_3066_BlackBlue_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black LE Blue Border RGB LED  60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$169.00,Full,60%,VTG61USACBBESLV,Cherry MX Silver,3.06 lbs
,Topre,"14.41"" x 6.65"" x 1.54""",White,https://mechanicalkeyboards.com/shop/images/products/large_2868_87UWV_1.jpg,USB,Primary: White Dye Sub PBT with Black legends,n/a,ANSI,Realforce 87U,Topre Realforce 87U White Variable TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$229.00,6,Tenkeyless,SE07T0,Topre Variable,2.65 lbs
4.0,Mechanical Keyboards Inc,"11.85"" x 5.00"" x 1.30""",Dark Gray,https://mechanicalkeyboards.com/shop/images/products/large_2481_large_2480_HoSG_1.png,USB,Primary: Black Laser Engraved ABS with Backlit (clear) legends,Multi,ANSI,Shadow Guard,MK Shadow Guard Dark Multi LED  60% Mechanical Keyboard,2,UK QWERTY,$109.00,Full,60%,DK1461D-WUSALASZ2,Cherry MX Clear,2.00 lbs
,Kaihua,"17.50"" x 5.60"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1930_kailh1.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,Blue,ANSI,K16,Kaihua K16 Blue LED Double Shot ABS Mechanical Keyboard,0,US QWERTY,$59.00,6,Full Size,K16-BAAB1,Kailh Brown,2.40 lbs
,Kaihua,"17.50"" x 5.60"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1930_kailh1.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,Blue,ANSI,K16,Kaihua K16 Blue LED Double Shot ABS Mechanical Keyboard,0,US QWERTY,$59.00,6,Full Size,K16-CAAB1,Kailh Blue,2.40 lbs
,Filco,"17.40"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2431_104EY2_1.jpg,USB,Primary: Yellow Laser Printed ABS with Backlit (clear) legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Yellow Mechanical Keyboard,0,US QWERTY,$149.00,Full,Full Size,FKBN104M/EY2,Cherry MX Brown,2.70 lbs
,IKBC,"11.42"" x 4.72"" x 1.10""",White,https://mechanicalkeyboards.com/shop/images/products/large_2865_White_1.jpg,USB,Primary: White Laser Engraved PBT with Gray legends,n/a,ANSI,New Poker II,IKBC New Poker II White Case 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$105.00,Full,60%,IKBC61-BEPWNP2,Cherry MX Brown,1.21 lbs
4.3,IKBC,"17.26"" x 5.35"" x 1.64""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2856_large_2859_TD108_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,TD108,IKBC TD108 Blue LED  Double Shot PBT Mechanical Keyboard,3,US QWERTY,$89.00,6,Full Size,K9D72S40100A00,Cherry MX Brown,2.75 lbs
4.0,Varmilo,"14.00"" x 5.12"" x 1.35""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA108ML2WLLPaNDu_main.jpg,USB,Alphas: White Dye Sub PBT with Green legends,White,ANSI,VA108M,Varmilo VA108M Panda White LED  Dye Sub PBT Mechanical Keyboard,1,US QWERTY,$171.00,Full,Full Size,VA108ML2W/LLPaNDv,Cherry MX Black,2.41 lbs
4.2,Topre,"14.41"" x 6.65"" x 1.54""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2871_large_2870_87UBV_1.jpg,USB,Primary: Dark Gray Dye Sub PBT with Black legends,n/a,ANSI,Realforce 87U,Topre Realforce 87U Black TKL Dye Sub PBT Mechanical Keyboard,5,US QWERTY,$239.00,6,Tenkeyless,SE18T0,Topre 55g,2.65 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608-BUSPHZBB5_main.jpg,USB,Modifiers: Dark Gray Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / Gray Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-AUSPHZAB5,Cherry MX Black,2.87 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608-BUSPHZBB5_main.jpg,USB,Modifiers: Dark Gray Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / Gray Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-BUSPHZAB5,Cherry MX Brown,2.87 lbs
,Filco,"11.70"" x 4.90"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1865_Minila_1.jpg,Wireless,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Minila,Filco Majestouch Minila Air Mechanical Keyboard,0,US QWERTY,$149.00,Full,Other,FFBT67M_EB,Cherry MX Brown,1.50 lbs
5.0,Varmilo,"17.40"" x 5.40"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2767_Z104M_1.jpg,USB,Primary: Multi Double Shot ABS with Multi legends,n/a,ANSI,Z104M,Varmilo Z104M 10th Anniversary Double Shot ABS Mechanical Keyboard,2,US QWERTY,$119.00,6,Full Size,Z104ML1N/LL4QV,Cherry MX Black,5.50 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2065_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Green,ANSI,V60Plus,KBParadise V60Plus Blue/Green Blue / Green LED  60% Mechanical Keyboard,1,US QWERTY,$99.00,Full,60%,KBP-V60P-B-B/G,Cherry MX Brown,1.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",White,https://mechanicalkeyboards.com/shop/images/products/large_2429_HakNin_1.jpg,USB,Primary: White Laser Printed ABS with Gray legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja HAKUA TKL Mechanical Keyboard,0,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MC/EFMW2,Cherry MX Blue,2.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",White,https://mechanicalkeyboards.com/shop/images/products/large_2429_HakNin_1.jpg,USB,Primary: White Laser Printed ABS with Gray legends,n/a,ANSI,Majestouch Ninja,Filco Majestouch Ninja HAKUA TKL Mechanical Keyboard,0,US QWERTY,$139.00,Full,Tenkeyless,FKBN87MRL/EFMW2,Cherry MX Red,2.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Green,https://mechanicalkeyboards.com/shop/images/products/large_2283_CamoTKL_1.jpg,USB,Primary: Multi UV Printed ABS with Yellow legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Camouflage R TKL Mechanical Keyboard,0,US QWERTY,$149.00,Full,Tenkeyless,FKBN87M/EMR2,Cherry MX Brown,2.20 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608S-BUSPDWWW1_main.jpg,Micro USB,Primary: White Double Shot PBT with Backlit (clear) legends,n/a,ANSI,One,Ducky One White Case Double Shot PBT Mechanical Keyboard,0,US QWERTY,$89.00,Full,Full Size,DKON1608-PUSPDWWW1,Cherry MX Silver,2.87 lbs
,KBParadise,"14.10"" x 5.30"" x 1.40""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2369_V80_Dancer1.jpg,USB,Primary: Multi Double Shot ABS with White legends,n/a,ANSI,V80,KBParadise V80 Dancer TKL Double Shot ABS Mechanical Keyboard,0,US QWERTY,$114.00,Full,Tenkeyless,KBP-V80-SS-DN,Cherry MX Silver,2.70 lbs
,KBParadise,"14.10"" x 5.30"" x 1.40""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2369_V80_Dancer1.jpg,USB,Primary: Multi Double Shot ABS with White legends,n/a,ANSI,V80,KBParadise V80 Dancer TKL Double Shot ABS Mechanical Keyboard,0,US QWERTY,$119.00,Full,Tenkeyless,KBP-V80-W-DN,Cherry MX Clear,2.70 lbs
,Keycool,"17.25"" x 5.25"" x 1.25""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1437_ql1RzQ6eVQdleJcBgKOGxD5gC5EltI2Yw_e6mhzgVkx2eh-LhuooffWpqMVPTnGqdt-NOg=w1886-h833.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,RGB,ANSI,104,Keycool 104 Black Case RGB LED  Double Shot ABS Mechanical Keyboard,0,US QWERTY,$99.00,Full,Full Size,K104G-CBB-ATE,Kailh Blue,2.00 lbs
,Keycool,"17.25"" x 5.25"" x 1.25""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1437_ql1RzQ6eVQdleJcBgKOGxD5gC5EltI2Yw_e6mhzgVkx2eh-LhuooffWpqMVPTnGqdt-NOg=w1886-h833.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,RGB,ANSI,104,Keycool 104 Black Case RGB LED  Double Shot ABS Mechanical Keyboard,0,US QWERTY,$99.00,Full,Full Size,K104G-RBB-ATE,Kailh Red,2.00 lbs
,Varmilo,"14.00"" x 5.00"" x 1.35""",White,https://mechanicalkeyboards.com/shop/images/products/large_2773_VA87MRainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,White,ANSI,VA87M,Varmilo VA87M Rainbow White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$139.00,6,Tenkeyless,VA87MN2W/WWMCV,Cherry MX Brown,2.41 lbs
,Varmilo,"14.00"" x 5.00"" x 1.35""",White,https://mechanicalkeyboards.com/shop/images/products/large_2773_VA87MRainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,White,ANSI,VA87M,Varmilo VA87M Rainbow White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$139.00,6,Tenkeyless,VA87MR2W/WWMCV,Cherry MX Red,2.41 lbs
,Varmilo,"14.00"" x 5.00"" x 1.35""",White,https://mechanicalkeyboards.com/shop/images/products/large_2773_VA87MRainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,White,ANSI,VA87M,Varmilo VA87M Rainbow White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$144.00,6,Tenkeyless,VA87MS2W/WWMCV,Cherry MX Silver,2.41 lbs
,Varmilo,"14.00"" x 5.00"" x 1.35""",White,https://mechanicalkeyboards.com/shop/images/products/large_2773_VA87MRainbowTKL_1.jpg,USB,Primary: White Dye Sub PBT with Multi legends,White,ANSI,VA87M,Varmilo VA87M Rainbow White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$144.00,6,Tenkeyless,VA87MP2W/WWMCV,Cherry MX Silent Red,2.41 lbs
,Kaihua,"17.50"" x 5.60"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1930_kailh1.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,Blue,ANSI,K16,Kaihua K16 Blue LED Double Shot ABS Mechanical Keyboard,0,US QWERTY,$59.00,6,Full Size,K16-RAAB1,Kailh Red,2.40 lbs
,IKBC,"11.42"" x 4.72"" x 1.10""",White,https://mechanicalkeyboards.com/shop/images/products/large_2865_White_1.jpg,USB,Primary: White Laser Engraved PBT with Gray legends,n/a,ANSI,New Poker II,IKBC New Poker II White Case 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$105.00,Full,60%,IKBC61-CEPWNP2,Cherry MX Blue,1.21 lbs
,IKBC,"11.42"" x 4.72"" x 1.10""",White,https://mechanicalkeyboards.com/shop/images/products/large_2865_White_1.jpg,USB,Primary: White Laser Engraved PBT with Gray legends,n/a,ANSI,New Poker II,IKBC New Poker II White Case 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$105.00,Full,60%,IKBC61-REPWNP2,Cherry MX Red,1.21 lbs
4.3,IKBC,"17.26"" x 5.35"" x 1.64""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2856_large_2859_TD108_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,TD108,IKBC TD108 Blue LED  Double Shot PBT Mechanical Keyboard,3,US QWERTY,$89.00,6,Full Size,K9D72S40100900,Cherry MX Blue,2.75 lbs
4.3,IKBC,"17.26"" x 5.35"" x 1.64""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2856_large_2859_TD108_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,TD108,IKBC TD108 Blue LED  Double Shot PBT Mechanical Keyboard,3,US QWERTY,$89.00,6,Full Size,K9D72S40100B00,Cherry MX Red,2.75 lbs
4.3,IKBC,"17.26"" x 5.35"" x 1.64""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2856_large_2859_TD108_1.JPG,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,Blue,ANSI,TD108,IKBC TD108 Blue LED  Double Shot PBT Mechanical Keyboard,3,US QWERTY,$94.00,6,Full Size,K9D72S40100D00,Cherry MX Silver,2.75 lbs
4.0,Varmilo,"14.00"" x 5.12"" x 1.35""",Black,https://mechanicalkeyboards.com/shop/images/products/large_VA108ML2WLLPaNDu_main.jpg,USB,Alphas: White Dye Sub PBT with Green legends,White,ANSI,VA108M,Varmilo VA108M Panda White LED  Dye Sub PBT Mechanical Keyboard,1,US QWERTY,$177.00,Full,Full Size,VA108MN2W/LLPaNDv,Cherry MX Brown,2.41 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608-BUSPHZBB5_main.jpg,USB,Modifiers: Dark Gray Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / Gray Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-CUSPHZAB5,Cherry MX Blue,2.87 lbs
,Filco,"11.70"" x 4.90"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1865_Minila_1.jpg,Wireless,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Minila,Filco Majestouch Minila Air Mechanical Keyboard,0,US QWERTY,$149.00,Full,Other,FFBT67MC_EB,Cherry MX Blue,1.50 lbs
,Filco,"11.70"" x 4.90"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1865_Minila_1.jpg,Wireless,Primary: Black Pad Printed ABS with White legends,n/a,ANSI,Majestouch Minila,Filco Majestouch Minila Air Mechanical Keyboard,0,US QWERTY,$149.00,Full,Other,FFBT67MRL_EB,Cherry MX Red,1.50 lbs
5.0,Varmilo,"17.40"" x 5.40"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2767_Z104M_1.jpg,USB,Primary: Multi Double Shot ABS with Multi legends,n/a,ANSI,Z104M,Varmilo Z104M 10th Anniversary Double Shot ABS Mechanical Keyboard,2,US QWERTY,$119.00,6,Full Size,Z104MC1N/LL4QV,Cherry MX Blue,5.50 lbs
5.0,Varmilo,"17.40"" x 5.40"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2767_Z104M_1.jpg,USB,Primary: Multi Double Shot ABS with Multi legends,n/a,ANSI,Z104M,Varmilo Z104M 10th Anniversary Double Shot ABS Mechanical Keyboard,2,US QWERTY,$119.00,6,Full Size,Z104MN1N/LL4QV,Cherry MX Brown,5.50 lbs
5.0,Varmilo,"17.40"" x 5.40"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2767_Z104M_1.jpg,USB,Primary: Multi Double Shot ABS with Multi legends,n/a,ANSI,Z104M,Varmilo Z104M 10th Anniversary Double Shot ABS Mechanical Keyboard,2,US QWERTY,$119.00,6,Full Size,Z104MR1N/LL4QV,Cherry MX Red,5.50 lbs
5.0,Varmilo,"17.40"" x 5.40"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2767_Z104M_1.jpg,USB,Primary: Multi Double Shot ABS with Multi legends,n/a,ANSI,Z104M,Varmilo Z104M 10th Anniversary Double Shot ABS Mechanical Keyboard,2,US QWERTY,$124.00,6,Full Size,Z104MS1N/LL4QV,Cherry MX Silver,5.50 lbs
5.0,Varmilo,"17.40"" x 5.40"" x 1.30""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2767_Z104M_1.jpg,USB,Primary: Multi Double Shot ABS with Multi legends,n/a,ANSI,Z104M,Varmilo Z104M 10th Anniversary Double Shot ABS Mechanical Keyboard,2,US QWERTY,$124.00,6,Full Size,Z104MP1N/LL4QV,Cherry MX Silent Red,5.50 lbs
4.0,KBParadise,"11.40"" x 3.96"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2065_V60Plus_Main.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,Blue / Green,ANSI,V60Plus,KBParadise V60Plus Blue/Green Blue / Green LED  60% Mechanical Keyboard,1,US QWERTY,$104.00,Full,60%,KBP-V60P-W-B/G,Cherry MX Clear,1.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Green,https://mechanicalkeyboards.com/shop/images/products/large_2283_CamoTKL_1.jpg,USB,Primary: Multi UV Printed ABS with Yellow legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Camouflage R TKL Mechanical Keyboard,0,US QWERTY,$149.00,Full,Tenkeyless,FKBN87MC/EMR2,Cherry MX Blue,2.20 lbs
,Filco,"14.10"" x 5.30"" x 1.30""",Green,https://mechanicalkeyboards.com/shop/images/products/large_2283_CamoTKL_1.jpg,USB,Primary: Multi UV Printed ABS with Yellow legends,n/a,ANSI,Majestouch 2,Filco Majestouch 2 Camouflage R TKL Mechanical Keyboard,0,US QWERTY,$149.00,Full,Tenkeyless,FKBN87MPS/EMR2,Cherry MX Silent Red,2.20 lbs
,IKBC,"11.42"" x 4.72"" x 1.10""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2862_Black_1.jpg,USB,Primary: Dark Gray Laser Engraved PBT with Beige legends,n/a,ANSI,New Poker II,IKBC New Poker II Black Case 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$105.00,Full,60%,IKBC61-BEPBNP2,Cherry MX Brown,1.21 lbs
,IKBC,"11.42"" x 4.72"" x 1.10""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2862_Black_1.jpg,USB,Primary: Dark Gray Laser Engraved PBT with Beige legends,n/a,ANSI,New Poker II,IKBC New Poker II Black Case 60% Laser Engraved PBT Mechanical Keyboard,0,US QWERTY,$105.00,Full,60%,IKBC61-CEPBNP2,Cherry MX Blue,1.21 lbs
5.0,IKBC,"14.70"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_MF87ProB_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,MF87,IKBC MF87 RGB LED  TKL Double Shot PBT Mechanical Keyboard,1,US QWERTY,$159.00,Full,Tenkeyless,MF87Pro_B,Cherry MX Brown,4.50 lbs
5.0,KBParadise,"11.40"" x 3.90"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2232_K60Vin_1.jpg,USB,Primary: Multi Laser Etched ABS with Black legends,n/a,ANSI,V60,KBParadise V60 Vintage Front Print 60% Mechanical Keyboard,1,US QWERTY,$109.00,6,60%,KBP-V60-MTSQ-VIN-FP,Matias Quiet Click,1.20 lbs
,IKBC,"17.50"" x 5.50"" x 1.60""",Black,https://mechanicalkeyboards.com/shop/images/products/large_MF108ProB_main.jpg,USB,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,MF108,IKBC MF108 RGB LED  Double Shot PBT Mechanical Keyboard,0,US QWERTY,$159.00,Full,Full Size,MF108Pro_B,Cherry MX Brown,5.40 lbs
4.5,KBDFans,"12.30"" x 4.00"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_SW000_main.jpg,Mini USB,Alphas: Beige Dye Sub PBT with Black legends,n/a,ANSI,TADA68,KBDFans TADA68 Dye Sub PBT Mechanical Keyboard,2,US QWERTY,$99.00,Full,Other,GSW0001,Gateron Black,1.41 lbs
,Ducky,"17.45"" x 5.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_1760_fswg1.jpg,USB,Primary: White Dye Sub PBT with Green legends,n/a,ANSI,One,Ducky One White Case Green Legends Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$115.00,Full,Full Size,DKON1608-AUSPHWWB1,Cherry MX Black,3.00 lbs
,Ducky,"17.45"" x 5.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_1760_fswg1.jpg,USB,Primary: White Dye Sub PBT with Green legends,n/a,ANSI,One,Ducky One White Case Green Legends Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$115.00,Full,Full Size,DKON1608-BUSPHWWB1,Cherry MX Brown,3.00 lbs
,Ducky,"17.45"" x 5.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_1760_fswg1.jpg,USB,Primary: White Dye Sub PBT with Green legends,n/a,ANSI,One,Ducky One White Case Green Legends Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$115.00,Full,Full Size,DKON1608-CUSPHWWB1,Cherry MX Blue,3.00 lbs
,Ducky,"17.45"" x 5.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_1760_fswg1.jpg,USB,Primary: White Dye Sub PBT with Green legends,n/a,ANSI,One,Ducky One White Case Green Legends Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$115.00,Full,Full Size,DKON1608-RUSPHWWB1,Cherry MX Red,3.00 lbs
